website,category_1,confidence_1,category_2,confidence_2,error,status
q13x.com,Computers & Technology,0.2230162024,Blogs/Personal Sites,0.1282640249,FALSE,200
idrlabs.com,Science,0.9022582173,Arts & Entertainment,0.4266837239,FALSE,200
jjwxc.net,Education/Reference,0.1858733743,Health & Medicine,0.1665599048,FALSE,200
sketchbook.com,Computers & Technology,0.7018805742,Arts & Entertainment,0.5927062035,FALSE,200
spgroup.com.sg,Business,0.763782084,Business,0.3405002654,FALSE,200
moviesjoy.plus,Arts & Entertainment,1,Arts & Entertainment,0.4342375696,FALSE,200
neocities.org,Social Networking,0.4775819182,Web-based Applications,0.1494973749,FALSE,200
diagnostics.com,,,,,TRUE,410
gastechevent.com,Business,0.5733006001,Education/Reference,0.3161195219,FALSE,200
pssy.xyz,,,,,TRUE,410
me-qr.com,Computers & Technology,0.4286159277,Computers & Technology,0.2548532486,FALSE,200
zdic.net,Education/Reference,0.9499430656,,,FALSE,200
tuitionwithjason.sg,Education/Reference,0.9556866884,Science,0.7646238804,FALSE,200
tracker.gg,Gaming,0.3096007705,Computers & Technology,0.1795953512,FALSE,200
s7.com,,,,,TRUE,410
insider.com,News/Media,0.5948311687,News/Media,0.1547326744,FALSE,200
pxfuel.com,Community Sites,0.6387592554,Computers & Technology,0.2081941962,FALSE,200
slidescarnival.com,Computers & Technology,0.8035154939,Education/Reference,0.4441848099,FALSE,200
paypalobjects.com,,,,,TRUE,411
ssoap2day.to,Arts & Entertainment,0.8440927863,Arts & Entertainment,0.5078971982,FALSE,200
gmxvmvptfm.com,,,,,TRUE,411
freetetris.org,Gaming,0.8349539042,Gaming,0.6832100749,FALSE,200
file-manager.com,Computers & Technology,0.7577011585,Computers & Technology,0.3820250332,FALSE,200
shortcut-customization.com,,,,,TRUE,410
indiatimes.com,News/Media,1,Arts & Entertainment,0.1298451424,FALSE,200
moh.gov.sg,Government & Legal,0.5780751705,Health & Medicine,0.4785223007,FALSE,200
bibimanga.com,Arts & Entertainment,0.993791163,Computers & Technology,0.6090521812,FALSE,200
